ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4
404413	80	W	4	95	23182	17.09	44.573	38.248687	-122.071376	.715	ML	5	Rockville rd rm-w-diag	DT074	L5-W-23-080-01709	080328	419520
404415	80	W	4	1	53000	1.22	6.53	37.821688	-122.327712	.14	ML	5	Base of the Bay Bridge	DT648	L5-W-33-080-00122	998966	433966
404416	80	W	4	1	53000	1.43	6.74	37.822342	-122.323875	.21	ML	5	1400' E of Bay Bridge	DT349	L5-W-33-080-00143	996901	433976
404430	85	N	4	85	68000	.11	.11	37.241636	-121.767999		OR	2	Bernal Rd on loop	DT327	a2-N-37-085-00011	799335	433481
404431	85	N	4	85	68000	.81	.81	37.240325	-121.782062		OR	2	Great Oaks Blvd/Monterey Hwy	DT367	a2-N-37-085-00081	799338	433483
404432	85	N	4	85	68000	.57	.57	37.24082	-121.778693		OR	2	SB 101 on	DT537	a2-N-37-085-00057	799337	433488
404434	85	N	4	85	10340	12.07	12.246	37.265521	-121.98154	1.18	ML	3	N of Winchester Blvd.	DR512	U3-N-37-085-01207	980735	433194
404435	85	N	4	85	17610	17.96	18.136	37.326592	-122.050852	.435	ML	3	0.42 Mile S of I-280	DR513	U3-N-37-085-01796	980736	433200
404438	85	N	4	85	68000	.22	.22	37.241688	-121.772849		OR	2	Bernal Rd on diag	DTB98	a2-N-37-085-00022	799336	433641
404439	85	N	4	85	68000	.22	.22	37.241688	-121.772849	.235	ML	3	Bernal Rd rm-n-diag	DTB98	L3-N-37-085-00022	997095	420782
404442	85	S	4	85	68000	.1	.1	37.241444	-121.769405	.16	ML	1	oppo NB 101/Bernal Rd	DT327	L1-S-37-085-00010	998507	433475
404443	85	N	4	85	68000	.1	.1	37.241625	-121.7675		OR	2	NB 101 on	DT327	a2-N-37-085-00010	799334	433477
404444	85	S	4	85	10340	12.07	12.246	37.265311	-121.981694	1.18	ML	3	N of Winchester Blvd.	DR512	U3-S-37-085-01207	981735	433195
404448	85	S	4	85	68000	.22	.22	37.241502	-121.772811	.82	ML	3	Bernal Rd rm-n-diag	DTB98	L3-S-37-085-00022	997096	421202
404449	85	S	4	85	68000	.22	.22	37.241502	-121.772811		FR	1	Bernal Rd off	DTB98	z1-S-37-085-00022	755245	433643
404451	87	N	4	85	68000	1.23	1.23	37.27263	-121.862544	.24	ML	3	oppo Capitol expwy rm-s-diag	DTB99	L3-N-37-087-00123	998098	417794
404452	87	N	4	85	68000	2.12	2.12	37.284773	-121.867709	.3	ML	2	1600' N of Hillsdale Ave	DT198	L2-N-37-087-00212	187109	417413
404453	87	N	4	85	68000	4	4	37.309111	-121.882596	.41	ML	3	600' S of Alma Ave	DT130	L3-N-37-087-00400	187115	417429
404461	87	S	4	85	68000	4	3.99	37.309012	-121.882518	.41	ML	4	600' S of Alma Ave	DT130	L4-S-37-087-00400	087118	417593
404462	87	S	4	85	68000	1.24	1.23	37.272658	-121.862556	.24	ML	3	Capitol expwy rm-s-diag	DTB99	L3-S-37-087-00124	998097	417958
404513	101	N	4	85	68000	27.22	376.491	37.245818	-121.775473		OR	1	Bernal Rd on	DT770	a1-N-37-101-02722	799339	433509
404517	101	N	4	85	68000	42.08	391.717	37.382586	-121.965617		FR	1	San Tomas Expwy off	DT238	z1-N-37-101-04208	755088	430361
404519	101	N	4	85	68000	28.79	378.423	37.26409	-121.800811	.581	ML	4	Blossom Hill Rd rm-n-diag	DTB83	L4-N-37-101-02879	998221	422554
404520	101	N	4	81	8310	24.77	426.957	37.689373	-122.390539	.465	ML	4	S of Sierra Point Pkwy/Lagoon	DT301	L4-N-35-101-02477	999379	422398
404521	101	N	4	85	68000	42.08	391.717	37.382586	-121.965617	.69	ML	4	San Tomas Expwy  rm-n-loop	DT238	l4-N-37-101-04208	998167	422638
404522	101	N	4	85	77000	46.19	395.827	37.400972	-122.036547	.725	ML	4	NB 101 to WB 237 I/C	DT816	L4-N-37-101-04619	998894	422686
404528	101	N	4	75	67000	.17	428.464	37.710864	-122.395412	.304	ML	4	Blanken Ave	DT227	L4-N-34-101-00017	101377	426301
404529	101	N	4	81	20970	.05	402.237	37.45328	-122.12842	.248	ML	5	San Francisquito Cr	DT245	L5-N-35-101-00005	998913	422158
404531	101	N	4	81	60102	5.83	408.017	37.491812	-122.219838	.215	ML	5	S of Maple st OC	DT053	L5-N-35-101-00583	101520	426371
404532	101	N	4	81	60102	6.2	408.387	37.49432	-122.225804	.37	ML	5	N of Redwood Creek	DT054	L5-N-35-101-00620	101522	426378
404533	101	N	4	81	20970	1.44	403.627	37.46526	-122.148841	.33	ML	4	N of Addison Ave	DT041	L4-N-35-101-00144	103259	422176
404534	101	N	4	81	46870	2.31	404.497	37.472754	-122.161627	.305	ML	5	N of Henderson Ave.	DT044	L5-N-35-101-00231	103267	422194
404535	101	N	4	85	68000	28.79	378.423	37.26409	-121.800811		OR	2	Blossom Hill Rd on	DTB83	a2-N-37-101-02879	799202	429237
404536	101	N	4	85	68000	42.08	391.717	37.382586	-121.965617		OR	2	San Tomas Expwy on loop	DT238	a2-N-37-101-04208	799019	429269
404545	101	S	4	85		26.78	376.087	37.241836	-121.769232		OR	2	SB 85 on	DT586	a2-S-37-101-02678	799340	433491
404546	101	S	4	85		26.79	376.097	37.241919	-121.76938		OR	2	Bernal Rd on	DT586	a2-S-37-101-02679	799341	433494
404547	101	S	4	85	68000	27.22	376.527	37.245551	-121.775718	.26	ML	4	oppo Bernal Rd rm-n-diag	DT770	L4-S-37-101-02722	998509	433504
404548	101	S	4	85	68000	27.22	376.527	37.245551	-121.775718		FR	2	Bernal Rd off	DT770	z2-S-37-101-02722	755246	433512
404550	101	S	4	85	68000	28.79	378.459	37.263895	-121.80104		FR	2	Blossom Hill Rd off	DTB83	z2-S-37-101-02879	755030	430026
404551	101	S	4	85	77000	44.87	394.543	37.395734	-122.013489		FR	1	Fair Oaks Ave off diag	DTB85	z1-S-37-101-04487	755024	430157
404552	101	S	4	85	49670	47.65	397.323	37.406628	-122.062152		FR	1	Ellis St off	DT582	z1-S-37-101-04765	755116	430148
404553	101	S	4	85	77000	44.87	394.543	37.395734	-122.013489	.2	ML	4	Fair Oaks Ave rm-s-loop	DTB85	L4-S-37-101-04487	998187	424588
404558	101	S	4	81	55282	.04	402.263	37.453032	-122.128402	.217	ML	5	oppo San Francisquito Cr	DT245	L5-S-35-101-00004	998914	419214
404559	101	S	4	81	20970	1.44	403.663	37.465121	-122.148973	.295	ML	4	N of Addison Ave	DT041	L4-S-35-101-00144	102250	419232
404560	101	S	4	81	46870	2.31	404.533	37.472595	-122.161772	.325	ML	5	oppo N of Henderson Ave.	DT044	L5-S-35-101-00231	104258	419250
404561	101	S	4	85	55282	51.89	401.563	37.445696	-122.119856	.275	ML	4	Oregon Expwy rm-s-diag	DT224	L4-S-37-101-05189	101242	419352
404563	101	S	4	85	55282	51.95	401.623	37.446362	-122.120546	.2	ML	4	EMBARCADERO RD  RM-S-COLL	DT225	L4-S-37-101-05195	998213	419358
404565	101	S	4	85	77000	44.87	394.543	37.395734	-122.013489		OR	2	Fair Oaks Ave on loop	DTB85	a2-S-37-101-04487	799029	429417
404566	101	S	4	85	55282	51.89	401.563	37.445696	-122.119856		OR	3	Oregon Expwy on diag	DT224	a3-S-37-101-05189	799153	429445
404569	101	S	4	75	67000	.17	428.5	37.710838	-122.395652	.34	ML	4	Blanken Ave	DT227	L4-S-34-101-00017	101334	422044
404572	101	S	4	81	60102	4.69	406.913	37.486799	-122.200441	.57	ML	5	N of Marsh Rd	DT049	L5-S-35-101-00469	101519	426868
404573	101	S	4	81	60102	5.83	408.053	37.49171	-122.220042	.21	ML	5	S of Maple st OC	DT053	L5-S-35-101-00583	101521	426882
404574	101	S	4	81	60102	6.2	408.423	37.494154	-122.225964	.37	ML	5	N of Redwood Creek	DT054	L5-S-35-101-00620	101523	426889
404575	101	S	4	81	8310	24.77	426.993	37.689407	-122.390851	.475	ML	4	S of Sierra Point Pkwy/Lagoon	DT301	L4-S-35-101-02477	999380	419832
404583	205	E	4	77		2.38	3.31	37.74122	-121.513181	4.91	ML	4	E of Hansen Rd	DT182	L4-E-29-205-00238	101593	418686
404585	237	E	4	85	77000	R3.85	3.907	37.406298	-122.011605	2.94	ML	3	Fair Oaks Ave. off-e-diag	DT592	L3-E-37-237-R0385	998898	420552
404586	237	W	4	85	77000	R3.85	3.907	37.406475	-122.011621	.8	ML	3	oppo Fair Oaks Ave. off-e-diag	DT592	L3-W-37-237-R0385	998899	418906
404617	280	N	4	75	67000	.82	50.781	37.711252	-122.454834	1.131	ML	4	Sickles Ave UC	DTB86	L4-N-34-280-00082	280305	422122
404618	280	N	4	75	67000	1.52	51.481	37.719431	-122.448259	.615	ML	4	Ocean Ave on-n-diag	DTB20	L4-N-34-280-00152	280307	422128
404640	280	S	4	85	17610	10.46	11.842	37.333349	-122.050857	.85	ML	4	SB & NB 85	DTA91	L4-S-37-280-01046	998271	419424
404647	280	S	4	75	67000	.82	50.793	37.711347	-122.455028	1.143	ML	4	oppo Sickles Ave UC	DTB86	L4-S-34-280-00082	280306	422080
404648	280	S	4	75	67000	1.52	51.493	37.719675	-122.448467	.415	ML	5	oppo Ocean Ave on-n-diag	DTB20	L5-S-34-280-00152	280308	422086
404668	24	W	4	1	53000	2.7	.853	37.836532	-122.265822	.13	ML	4	0.63 mi W of Claremont	DR508	U4-W-33-024-00270	965574	432808
404671	680	N	4	13		22.23	53.895	38.005708	-122.082669		FR	1	Pacheco Rd Off	DT294	z1-N-28-680-02223	755061	430481
404683	680	N	4	13	83346	13.32	44.812	37.889161	-122.057599	.165	ML	5	Newell ave	DTB88	L5-N-28-680-01332	681267	423434
404684	680	N	4	13	83346	16.8	48.292	37.932612	-122.060086	.215	ML	6	Buskirk Ave rm-n-diag	DT855	L6-N-28-680-01680	998831	423546
404687	680	N	4	13		22.23	53.895	38.005708	-122.082669	.55	ML	4	Pacheco Blvd Off ramp	DT294	L4-N-28-680-02223	997043	419970
404690	680	N	4	13		23	54.665	38.014321	-122.091647	.705	ML	4	1900' N of Arthur Rd UC	DT348	L4-N-28-680-02300	683670	419988
404692	680	N	4	95	5290	1.85	59.883	38.074753	-122.122338	.785	ML	2	3100' S of Lake Herman Rd	DT446	L2-N-23-680-00185	680331	419182
404694	680	N	4	13		14.1	45.592	37.89526	-122.069583	.285	ML	3	Olympic Blvd rm-n-diag	DT543	L3-N-28-680-01410	998840	418565
404696	680	N	4	13	83346	16.81	48.302	37.932757	-122.060083	.105	ML	6	Oak Park Rd/Coggins Dr	DT856	N6-N-28-680-01681	998855	418601
404703	680	N	4	13	83346	16.41	47.902	37.926965	-122.060431		OR	1	Truck scale on	DT549	a1-N-28-680-01641	799241	429623
404704	680	N	4	13	83346	16.8	48.292	37.932612	-122.060086		OR	1	Buskirk Ave on	DT855	a1-N-28-680-01680	799234	429626
404705	680	N	4	13		14.1	45.592	37.89526	-122.069583		OR	2	Olympic Blvd on	DT543	a2-N-28-680-01410	799070	429974
404706	680	N	4	13	83346	16.4	47.892	37.926822	-122.060446		OR	2	Buskirk Ave coll	DT549	a2-N-28-680-01640	799200	429978
404707	680	N	4	13	83346	16.81	48.302	37.932757	-122.060083		OR	1	Oak Park Rd/Coggins Dr on	DT856	a1-N-28-680-01681	799117	429629
404709	680	S	4	95	5290	1.85	59.988	38.074908	-122.12242	.785	ML	2	3100' S of Lake Herman Rd	DT446	L2-S-23-680-00185	680310	417886
404727	680	S	4	13		22.23	53.945	38.005706	-122.082914	.265	ML	4	Pacheco Blvd Off ramp	DT294	L4-S-28-680-02223	997044	421618
404728	680	S	4	13		22.43	54.145	38.007901	-122.085323	.385	ML	4	Pacheco Blvd on ramp	DT905	L4-S-28-680-02243	683640	421624
404730	680	S	4	13		23	54.715	38.01434	-122.091872	.605	ML	4	1900' N of Arthur Rd UC	DT348	L4-S-28-680-02300	683680	421636
404736	680	S	4	13		22.43	54.145	38.007901	-122.085323		OR	1	Pacheco Rd on	DT905	a1-S-28-680-02243	799183	429806
404745	80	W	4	95	81666	2.07	29.542	38.089363	-122.231409	.535	ML	3	EB 780	DT057	L3-W-23-080-00207	080232	417661
404746	880	N	4	1	53000	R32.76	42.987	37.802221	-122.294876	.42	ML	4	Union St on-n-diag	DT808	L4-N-33-880-R3276	998866	444754
404753	101	N	4	85	68000	38.37	388.007	37.364689	-121.902989	.235	ML	5	oppo NB 101 rm-s-loop	DT231	L5-N-37-101-03837	998316	426581
404759	880	S	4	85	68000	4.13	4.13	37.365167	-121.901551	.225	ML	4	NB 101 rm-s-loop	DT231	L4-S-37-880-00413	998315	421422
404761	880	S	4	1	53000	R32.76	42.987	37.801995	-122.294885	.2	ML	4	oppo Union St on-n-diag	DT808	L4-S-33-880-R3276	998867	422002
404873	4	E	4	13		R20.26	19.994	38.018714	-121.938703	.483	ML	4	oppo Bailey Rd rm-w-diag	DT160	L4-E-28-004-02026	998954	418307
404877	4	W	4	13		20.26	19.928	38.019108	-121.939005	.398	ML	4	Bailey Rd rm-w-diag	DT160	L4-W-28-004-02026	004148	418766
404883	80	W	4	75	67000	8.24	4.7	37.814051	-122.359471	.105	ML	5	SFOBB East Span	DTD43	U5-W-34-080-00824	997305	436245
404884	80	W	4	75	67000	8.45	4.91	37.815201	-122.355938	.145	ML	5	SFOBB East Span	DTD45	U5-W-34-080-00845	997309	436259
404885	80	E	4	75	67000	8.63	5.09	37.816129	-122.352728	.15	ML	5	SFOBB East Span	DTD46	L5-E-34-080-00863	997311	436138
404886	80	E	4	75	67000	8.32	4.78	37.814439	-122.357984	.095	ML	5	SFOBB East Span	DTD44	U5-E-34-080-00832	997307	436124
404887	80	W	4	75	67000	8.73	5.19	37.816738	-122.351227	.095	ML	5	SFOBB East Span	DTD47	U5-W-34-080-00873	997313	436273
404888	80	W	4	1	67000	.07	5.38	37.817784	-122.34803	.07	ML	5	SFOBB East Span	DTD49	U5-W-33-080-00007	997317	436287
404889	80	E	4	1	67000	.17	5.48	37.818297	-122.346136	.175	ML	5	SFOBB East Span	DTD50	L5-E-33-080-00017	997319	436166
404890	80	W	4	1	53000	.36	5.67	37.819267	-122.343098	.145	ML	5	SFOBB East Span	DTD51	U5-W-33-080-00036	997321	436301
404891	80	E	4	75	67000	8.83	5.29	37.817238	-122.349345	.16	ML	5	SFOBB East Span	DTD48	L5-E-34-080-00883	997315	436152
404892	80	E	4	1	53000	.46	5.77	37.819507	-122.34108	.1	ML	5	SFOBB East Span	DTD52	L5-E-33-080-00046	997323	436180
404893	80	W	4	1	53000	.56	5.87	37.819855	-122.33953	.115	ML	5	SFOBB East Span	DTD53	U5-W-33-080-00056	997325	436316
404894	80	E	4	1	53000	.66	5.97	37.820069	-122.337488	.14	ML	5	SFOBB East Span	DTD54	L5-E-33-080-00066	997327	436194
404895	80	W	4	1	53000	.84	6.15	37.820638	-122.334519	.11	ML	5	SFOBB East Span	DTD55	U5-W-33-080-00084	997329	436330
404896	80	E	4	75	67000	8.1	4.56	37.813047	-122.36157	.13	ML	5	SFOBB East Span	DTD42	L5-E-34-080-00810	997303	436110
404897	80	E	4	1	53000	.91	6.22	37.820771	-122.332998	.11	ML	5	SFOBB East Span	DTD56	L5-E-33-080-00091	997331	436208
404898	80	E	4	1	53000	1.06	6.37	37.821192	-122.330304	.12	ML	5	SFOBB East Span	DTD57	L5-E-33-080-00106	997333	436215
404899	80	E	4	1	53000	1.15	6.46	37.821409	-122.32868	.08	ML	5	SFOBB East Span	DTD58	L5-E-33-080-00115	997335	436222
404905	80	W	4	75	67000	8.63	5.09	37.816189	-122.352909	.14	ML	5	SFOBB East Span	DTD66	L5-W-34-080-00863	997312	436266
404906	80	E	4	75	67000	8.73	5.19	37.816684	-122.351037	.1	ML	5	SFOBB East Span	DTD67	U5-E-34-080-00873	997314	436145
404907	80	W	4	75	67000	8.82	5.28	37.817231	-122.349713	.165	ML	5	SFOBB East Span	DTD68	L5-W-34-080-00882	997316	436280
404908	80	E	4	1	67000	.07	5.38	37.817739	-122.347825	.07	ML	5	SFOBB East Span	DTD69	U5-E-33-080-00007	997318	436159
404909	80	W	4	1	67000	.17	5.48	37.81834	-122.346347	.175	ML	5	SFOBB East Span	DTD70	L5-W-33-080-00017	997320	436294
404910	80	E	4	1	53000	.36	5.67	37.819207	-122.342869	.145	ML	5	SFOBB East Span	DTD71	U5-E-33-080-00036	997322	436173
404911	80	W	4	1	53000	.46	5.77	37.819575	-122.34132	.1	ML	5	SFOBB East Span	DTD72	L5-W-33-080-00046	997324	436309
404912	80	E	4	1	53000	.56	5.87	37.819788	-122.339284	.1	ML	5	SFOBB East Span	DTD73	U5-E-33-080-00056	997326	436187
404913	80	W	4	1	53000	.69	6	37.820219	-122.337204	.14	ML	5	SFOBB East Span	DTD74	L5-W-33-080-00069	997328	436323
404914	80	E	4	1	53000	.84	6.15	37.820574	-122.334255	.125	ML	5	SFOBB East Span	DTD75	U5-E-33-080-00084	997330	436201
404915	80	W	4	1	53000	.91	6.22	37.82083	-122.333266	.11	ML	5	SFOBB East Span	DTD76	L5-W-33-080-00091	997332	436337
404916	80	W	4	1	53000	1.06	6.37	37.821241	-122.330579	.12	ML	5	SFOBB East Span	DTD77	L5-W-33-080-00106	997334	436344
404917	80	W	4	1	53000	1.15	6.46	37.82149	-122.328967	.08	ML	5	SFOBB East Span	DTD78	L5-W-33-080-00115	997336	436351
404918	80	W	4	75	67000	8.02	4.48	37.812318	-122.362743	.065	ML	5	SFOBB East Span	DTD60	L5-W-34-080-00802	997301	436229
404919	80	W	4	75	67000	8.06	4.52	37.812723	-122.362231		FR	1	YBI Macalla Rd off	DTD61	z1-W-34-080-00806	755247	443430
404920	80	W	4	75	67000	8.13	4.59	37.813382	-122.361274	.11	ML	5	SFOBB East Span	DTD62	L5-W-34-080-00813	997304	436238
404921	80	E	4	75	67000	8.24	4.7	37.814005	-122.359342	.11	ML	5	SFOBB East Span	DTD63	U5-E-34-080-00824	997306	436117
404922	80	W	4	75	67000	8.34	4.8	37.814597	-122.357787	.105	ML	5	SFOBB East Span	DTD64	U5-W-34-080-00834	997308	436252
404923	80	E	4	75	67000	8.43	4.89	37.815028	-122.356114	.155	ML	5	SFOBB East Span	DTD65	U5-E-34-080-00843	997310	436131
405024	580	E	4	13	60620	.72	64.694	37.905897	-122.31891	.56	ML	3	2400' W of Central Ave WB	DT117	L3-E-28-580-00072	581274	436091
405029	580	E	4	13	60620	.28	64.254	37.900628	-122.314601	.474	ML	3	100' W of Central Ave.	DT116	L3-E-28-580-00028	582274	436082
405030	580	W	4	13	60620	.72	64.624	37.90599	-122.31874	.56	ML	3	2400' W of Central Ave WB	DT117	L3-W-28-580-00072	580277	436090
405034	580	W	4	13	60620	.28	64.184	37.900654	-122.314366	.404	ML	3	100' W of Central Ave.	DT116	L3-W-28-580-00028	580275	436081
405046	4	E	4	13		12.78	12.488	37.995123	-122.067914	.333	ML	2	NB 680 rm-e-diag	DT746	L2-E-28-004-01278	997070	436357
405047	4	E	4	13		12.78	12.488	37.995123	-122.067914		OR	1	NB 680 on diag	DT746	a1-E-28-004-01278	799342	436358
405050	4	W	4	13	16000	14.9	14.568	38.00796	-122.032413		OR	2	2800' W of Port Chicago HWY	DTB71	a2-W-28-004-01490	799273	436366
405140	101	N	4	41	52582	19.1	460.373	38.080244	-122.546266		FF	1	SR-37	DT028	C1-N-27-101-01910	996027	436369
405141	101	N	4	41	52582	18.76	460.033	38.076333	-122.54237		FF	2	SR-37 conn	DT5A1	C2-N-27-101-01876	996026	436386
405149	101	S	4	41	52582	19	459.605	38.078947	-122.545253		FF	1	SR-37 conn	DT028	C1-S-27-101-01900	996029	436370
405150	101	S	4	41	52582	19.23	459.835	38.081498	-122.547963		FF	1	SR-37 conn-s-diag	DT5A2	C1-S-27-101-01923	996028	436378
405248	101	N	4	41	52582	19.24	460.513	38.081799	-122.547922		OR	2	SR-37 on	DT028	a2-N-27-101-01924	799343	436395
405259	101	S	4	41		18.77	459.375	38.076339	-122.542659		OR	3	SR-37 on	DT565	a3-S-27-101-01877	799344	436392
405269	4	E	4	13		R18.56	18.294	38.023366	-121.968953	.21	ML	4	Willow Pass Rd (Bay Point)	DT865	L4-E-28-004-R1856	998496	436614
405270	4	E	4	13		13.78	13.514	38.001389	-122.050932	.37	ML	2	Arnold Industrial Pl rm-e-diag	DT161	L2-E-28-004-01378	004130	419082
405271	4	E	4	13		18.96	18.694	38.022046	-121.96199		OR	1	Willow Pass Rd (Bay Point)	DT878	a1-E-28-004-R1894	799345	436605
405274	4	W	4	13		R18.56	18.228	38.023805	-121.969427	.255	ML	4	Willow Pass Rd (Bay Point)	DT865	L4-W-28-004-R1856	998495	436613
405275	4	W	4	13		R18.94	18.608	38.022488	-121.962645	.16	ML	4	Willow Pass Rd (Bay Point)	DT878	L4-W-28-004-R1894	996030	436599
405276	4	W	4	13		R18.78	18.448	38.023048	-121.965504	.19	ML	4	Willow Pass Rd (Bay Point)	DT866	L4-W-28-004-R1878	998499	436623
405279	17	N	4	85	44112	7.7	20.253	37.235009	-121.97043	1.005	ML	2	Blossom Hill Rd OC	DT0A0	L2-N-37-017-00770	996031	436597
405281	17	S	4	85	44112	7.7	20.253	37.235056	-121.970625	.88	ML	2	Blossom Hill Rd OC	DT0A0	L2-S-37-017-00770	996032	436598
405323	92	E	4	81		7.33	8.056	37.507076	-122.338323		FF	1	SB 280 conn-e-fly	DTA49	C1-E-35-092-00733	996033	436733
405324	92	E	4	81		7.34	8.066	37.507109	-122.338144		FF	1	NB 280 conn-e-diag	DTA49	C1-E-35-092-00734	996034	436735
405356	92	W	4	81		7.33	8.056	37.507265	-122.338394		FF	1	NB 280 conn-w-diag	DTA49	C1-W-35-092-00733	996036	436739
405357	92	W	4	81		7.34	8.066	37.507295	-122.338218		FF	2	SB 280 conn-w-fly	DTA49	C2-W-35-092-00734	996035	436740
405367	101	N	4	41	52582	19.59	460.863	38.085672	-122.552052	.41	ML	4	Between SR-37 and Rowland Blvd	DT5A3	L4-N-27-101-01959	996038	436640
405368	101	N	4	41	52582	20.02	461.293	38.090439	-122.557074		FR	2	Rowland Blvd off	DT5A4	z2-N-27-101-02002	755249	436673
405369	101	N	4	41	52582	20.05	461.323	38.090765	-122.557424	.375	ML	4	oppo Rowland Blvd rm-s-diag	DT5A4	L4-N-27-101-02005	996039	436675
405371	101	N	4	41		22.1	463.373	38.119079	-122.565146		OR	2	Atherton Ave on	DT5A9	a2-N-27-101-02210	799348	436704
405372	101	N	4	41	52582	20.98	462.253	38.10325	-122.56161		FR	1	De Long Blvd off	DT5A6	z1-N-27-101-02098	755250	436705
405373	101	N	4	41	52582	21.06	462.333	38.10438	-122.561855	.165	ML	4	oppo De Long Blvd rm-s-diag	DT5A6	L4-N-27-101-02106	996041	436706
405374	101	N	4	41	52582	21.23	462.503	38.106734	-122.562684	.12	ML	4	De Long Blvd rm-n-diag	DT5A7	L4-N-27-101-02123	996042	436720
405375	101	N	4	41	52582	21.23	462.503	38.106734	-122.562684		OR	1	De Long Blvd on	DT5A7	a1-N-27-101-02123	799347	436722
405376	101	N	4	41		21.84	463.113	38.115365	-122.564594		FR	1	Atherton Ave off	DT5A8	z1-N-27-101-02184	755251	436672
405377	101	N	4	41		21.91	463.183	38.116364	-122.56475	.15	ML	4	oppo Atherton Ave rm-s-diag	DT5A8	L4-N-27-101-02191	996043	436674
405384	101	N	4	41		22.1	463.373	38.119079	-122.565146	.105	ML	3	Atherton Ave rm-n-diag	DT5A9	L3-N-27-101-02210	996044	436679
405385	101	N	4	41	52582	20.34	461.613	38.094103	-122.560474		OR	2	Rowland Blvd on	DT5A5	a2-N-27-101-02034	799346	436764
405386	101	N	4	41	52582	20.34	461.613	38.094103	-122.560474	.425	ML	4	Rowland Blvd rm-n-diag	DT5A5	L4-N-27-101-02034	996040	436765
405389	101	S	4	41	52582	19.59	460.195	38.085479	-122.552218	.185	ML	4	oppo between SR-37 & Rowland	DT5A3	L4-S-27-101-01959	996051	436641
405390	101	S	4	41	52582	20.04	460.645	38.090475	-122.55751	.22	ML	4	Rowland Blvd rm-s-diag	DT5A4	L4-S-27-101-02004	996050	436678
405391	101	S	4	41	52582	20.05	460.655	38.090587	-122.557627		OR	3	Rowland Blvd on	DT5A4	a3-S-27-101-02005	799351	436680
405394	101	S	4	41		22.1	462.705	38.11891	-122.565434	.155	ML	3	oppo Atherton Ave rm-n-diag	DT5A9	L3-S-27-101-02210	996045	436703
405395	101	S	4	41	52582	21.06	461.665	38.104329	-122.562181	.215	ML	3	De Long Blvd rm-s-diag	DT5A6	L3-S-27-101-02106	996048	436707
405396	101	S	4	41	52582	21.04	461.645	38.104065	-122.562106		OR	2	De Long Blvd on	DT5A6	a2-S-27-101-02104	799350	436708
405397	101	S	4	41	52582	21.25	461.855	38.106916	-122.563062		FR	1	De Long Blvd off	DT5A7	z1-S-27-101-02125	755253	436719
405398	101	S	4	41	52582	21.23	461.835	38.106641	-122.562964	.12	ML	3	oppo De Long Blvd rm-n-diag	DT5A7	L3-S-27-101-02123	996047	436721
405399	101	S	4	41		21.91	462.515	38.116211	-122.565038	.2	ML	3	Atherton Ave rm-s-diag	DT5A8	L3-S-27-101-02191	996046	436676
405404	101	S	4	41		21.91	462.515	38.116211	-122.565038		OR	2	Atherton Ave on	DT5A8	a2-S-27-101-02191	799349	436677
405405	101	S	4	41	52582	20.34	460.945	38.093999	-122.560733		FR	1	Rowland Blvd off	DT5A5	z1-S-27-101-02034	755254	436762
405406	101	S	4	41	52582	20.34	460.945	38.093999	-122.560733	.38	ML	4	oppo Rowland Blvd rm-n-diag	DT5A5	L4-S-27-101-02034	996049	436763
405407	101	S	4	41		22.11	462.715	38.119052	-122.565455		FR	1	Atherton Ave off	DT5A9	z1-S-27-101-02211	755252	436701
405420	242	S	4	13	16000	2.82	3.079	37.997906	-122.038529		OR	1	Olivera Rd on loop	DT177	a1-S-28-242-00282	799352	436743
405421	242	S	4	13	16000	2.81	3.069	37.997771	-122.03856		OR	1	Olivera Rd on diag	DT177	a1-S-28-242-00281	799353	436744
405425	280	N	4	85	68000	R2.81	2.81	37.32287	-121.897219		FR	2	Bird Ave off	DT880	z2-N-37-280-R0281	755248	436731
405426	280	N	4	85	68000	R.47	.47	37.335685	-121.858776		OR	1	McLaughlin Ave on loop	DTA89	a1-N-37-280-R0047	799354	436748
405428	280	N	4	85	68000	R.48	.48	37.335596	-121.858919		OR	1	McLaughlin Ave on diag	DTA89	a1-N-37-280-R0048	799355	436749
405432	280	S	4	85	68000	R2.96	2.96	37.32146	-121.899432		FF	2	SR-87	DT880	C2-S-37-280-R0296	996037	436729
405433	280	S	4	85	68000	R2.96	2.96	37.32146	-121.899432		FR	2	Bird Ave off	DT880	z2-S-37-280-R0296	755255	436730
405444	4	W	4	13		12.54	12.189	37.993908	-122.07206		OR	1	SB 680 conn	DT745	a1-W-28-004-01254	799356	436780
405450	80	E	4	1	53000	3.3	8.61	37.830413	-122.293447	.255	ML	3	EB 80 HOVl split	DT000	L3-E-33-080-00330	999434	436791
405451	80	E	4	1	53000	3.3	8.61	37.830413	-122.293447		FF	2	WB 580 conn	DT000	C2-E-33-080-00330	999436	436792
405529	101	N	4	81	73262	23.42	425.607	37.670645	-122.391877		FR	1	S Sierra Point Pkwy off	DT015	z1-N-35-101-02342	755256	436771
405569	87	N	4	85	68000	3.54	3.54	37.303458	-121.878143		OR	3	Almaden Expwy on	DT646	a3-N-37-087-00354	799357	436803
405573	1	N	4	87	69112	17.21	368.551	36.98669	-122.024383	5	ML	3	700' N of 001 NB Overcrossing	DT363	L3-N-36-001-01721	998945	420762
